State,Museum or Federal Agency,MNI,AFO,Geo Origin,County
California,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,Arizona,Apache
California,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,Arizona,Apache
California,Natural History Museum of Los Angeles County,1,0,Arizona,Apache
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,3,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",6,200,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",4,2,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",4,1,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",2,1,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",7,81,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",5,8,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,2,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",1,10,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",2,4,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",9,0,Arizona,Apache
District Of Columbia,"U.S. Dept. of Interior, BIA",11,0,Arizona,Apache
Illinois,Field Museum of Natural History,155,0,Arizona,Apache
Illinois,Field Museum of Natural History,36,13,Arizona,Apache
Illinois,Field Museum of Natural History,24,0,Arizona,Apache
Illinois,Field Museum of Natural History,5,3,Arizona,Apache
Illinois,Field Museum of Natural History,3,0,Arizona,Apache
Illinois,Field Museum of Natural History,8,1,Arizona,Apache
Illinois,Field Museum of Natural History,1,0,Arizona,Apache
Illinois,Field Museum of Natural History,1,0,Arizona,Apache
Illinois,Field Museum of Natural History,2,0,Arizona,Apache
Illinois,Field Museum of Natural History,30,61,Arizona,Apache
Illinois,Field Museum of Natural History,2,11,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,1,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,3,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",5,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",29,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",6,63,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Apache
Minnesota,"Univ. of Minnesota, Duluth, Dept. of Pathology",2,0,Arizona,Apache
New Mexico,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,Arizona,Apache
New Mexico,"Museum of New Mexico, Museum of Indian Arts and Culture",4,5,Arizona,Apache
New York,Brooklyn Museum,1,0,Arizona,Apache
Texas,"Baylor Univ., Mayborn Museum Complex",2,11,Arizona,Apache
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,19,Texas,Aransas
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,2,0,Texas,Aransas
Texas,"Texas Tech Univ., Museum",1,0,Texas,Aransas
Texas,"Texas Tech Univ., Museum",10,0,Texas,Aransas
Texas,"Texas State University, Department of Anthropology",1,1,Texas,Aransas
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Aransas
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",4,0,Texas,Aransas
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,1,Texas,Aransas
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Aransas
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Archer
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Colorado,Archuleta
Michigan,Michigan State University,1,66,Michigan,Arenac
Michigan,Univ. of Michigan Museum of Anthropology,1,0,Michigan,Arenac
Arkansas,"U.S. Dept. of Interior, FWS, White River National Wildlife Refuge",1,0,Arkansas,Arkansas
Arkansas,"U.S. Dept. of Interior, FWS, White River National Wildlife Refuge",1,0,Arkansas,Arkansas
Arkansas,"U.S. Dept. of Interior, NPS, Arkansas Post NM",1,0,Arkansas,Arkansas
Louisiana,Univ. of Louisiana at Monroe,1,0,Arkansas,Arkansas
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",2,0,Arkansas,Arkansas
Pennsylvania,Carnegie Museum of Natural History,6,0,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,6,0,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,2,74,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,3,4,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,2,0,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,1,4,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,1,0,Pennsylvania,Armstrong
Pennsylvania,Carnegie Museum of Natural History,2,0,Pennsylvania,Armstrong
Pennsylvania,State Museum of Pennsylvania,1,0,Pennsylvania,Armstrong
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",2,0,Texas,Armstrong
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,Texas,Armstrong
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,1,Texas,Armstrong
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,2,Texas,Armstrong
Louisiana,"Louisiana State Univ., Museum of Natural Science",2,0,Louisiana,Ascension
Wisconsin,Milwaukee Public Museum,1,2,Wisconsin,Ashland
Mississippi,"U.S. Dept. of Defense, Army COE, Vicksburg District",2,30,Arkansas,Ashley
Oklahoma,Gilcrease Museum,1,0,Arkansas,Ashley
Ohio,Cleveland Museum of Natural History,11,0,Ohio,Ashtabula
Ohio,Cleveland Museum of Natural History,2,0,Ohio,Ashtabula
Ohio,Cleveland Museum of Natural History,1,0,Ohio,Ashtabula
California,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,Washington,Asotin
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Washington,Asotin
Washington,"Washington State Univ., Museum of Anthropology",3,0,Washington,Asotin
Maryland,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,Louisiana,Assumption
Kansas,Kansas State Historical Society,3,11,Kansas,Atchison
Kansas,Kansas State Historical Society,2,0,Kansas,Atchison
Kansas,Kansas State Historical Society,4,13,Kansas,Atchison
Kansas,Kansas State Historical Society,1,0,Kansas,Atchison
Kansas,Kansas State Historical Society,1,0,Kansas,Atchison
Nebraska,Hastings Museum,1,0,Kansas,Atchison
Missouri,Missouri Dept. of Natural Resources,12,5,Missouri,Atchison
Missouri,Missouri Dept. of Natural Resources,1,0,Missouri,Atchison
Missouri,Missouri Dept. of Natural Resources,16,4,Missouri,Atchison
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,252,Ohio,Athens
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,Ohio,Athens
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,42,Ohio,Athens
Ohio,Ohio History Connection (formerly the Ohio Historical Society),24,1353,Ohio,Athens
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,Ohio,Athens
Ohio,Ohio History Connection (formerly the Ohio Historical Society),2,0,Ohio,Athens
Ohio,"Ohio Univ., Dept. of Sociology and Anthropology",15,0,Ohio,Athens
Ohio,"Ohio Univ., Dept. of Sociology and Anthropology",8,0,Ohio,Athens
Virginia,Bridgewater College,1,0,Virginia,Augusta
Virginia,"Virginia Department of Conservation and Recreation, Division of State Parks",0,50,Virginia,Augusta
Virginia,"Virginia Department of Conservation and Recreation, Division of State Parks",0,17,Virginia,Augusta
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",4,0,Texas,Austin
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",254,816,Texas,Austin
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",6,3,Texas,Austin
Louisiana,"Louisiana State Univ., Museum of Natural Science",107,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",15,7,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",7,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Museum of Natural Science",1,0,Louisiana,Avoyelles
Louisiana,"Louisiana State Univ., Dept. of Anthropology",5,0,Louisiana,Avoyelles
Texas,"Texas Tech Univ., Museum",1,0,Texas,Bailey
Texas,"Texas Tech Univ., Museum",2,1,Texas,Bailey
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,1,Texas,Bailey
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,30,Texas,Bailey
Alabama,Univ. of Alabama Museums,1,0,Alabama,Baldwin
Alabama,Univ. of Alabama Museums,2,1,Alabama,Baldwin
Alabama,Univ. of Alabama Museums,2,0,Alabama,Baldwin
Alabama,Univ. of Alabama Museums,1,0,Alabama,Baldwin
Alabama,Univ. of Alabama Museums,12,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",1,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",1,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",2,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",2,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",4,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",3,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",3,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",1,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",1,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",14,158,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",2,0,Alabama,Baldwin
Alabama,"Univ. of South Alabama, Center for Archaeological Studies",1,0,Alabama,Baldwin
Florida,"Univ. of Florida, Gainesville, Florida Museum of Natural History",1,0,Alabama,Baldwin
Massachusetts,Robert S. Peabody Institute of Archaeology,1,0,Alabama,Baldwin
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,2,0,Alabama,Baldwin
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",150,1,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",41,0,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",1,0,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",1,0,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",1,0,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",41,4,Kentucky,Ballard
Kentucky,"Murray State Univ., Wickliffe Mounds Research Center",73,0,Kentucky,Ballard
Nebraska,Hastings Museum,1,0,Maryland,Baltimore (County)
Texas,"Univ. of Texas at San Antonio, Center for Archaeological Research",2,0,Texas,Bandera
Texas,Texas Parks and Wildlife,1,0,Texas,Bandera
Idaho,"Idaho State Univ., Idaho Museum of Natural History",1,0,Idaho,Bannock
Georgia,"U.S. Dept. of Interior, FWS, Eufaula National Wildlife Refuge",1,0,Alabama,Barbour
Massachusetts,Cape Cod Museum of Natural History,1,0,Massachusetts,Barnstable
Massachusetts,Cape Cod Museum of Natural History,1,1,Massachusetts,Barnstable
Massachusetts,"Harvard University, Warren Anatomical Museum",4,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,1,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Barnstable
Kentucky,"U.S. Dept. of Interior, NPS, Mammoth Cave NP",1,0,Kentucky,Barren
Kentucky,"Western Kentucky Univ., Kentucky Museum",3,0,Kentucky,Barren
Kentucky,"Western Kentucky Univ., Kentucky Museum",1,0,Kentucky,Barren
Kentucky,"Western Kentucky Univ., Kentucky Museum",1,0,Kentucky,Barren
Kentucky,"Western Kentucky Univ., Dept. of Folk Studies and Anthropology",1,0,Kentucky,Barren
Kentucky,"Western Kentucky Univ., Dept. of Folk Studies and Anthropology",17,10,Kentucky,Barren
